"","PlotObservationID","Cover..","Cover.code","Cover.abundance.scale","Relevé.area..m..","Longitude","Latitude","sdate","syear","macroarea","distance"
"136",NA,0,NA,NA,NA,4.173229,50.0688,1995-01-01,1995,25,9897.6164508633
"137",NA,0,NA,NA,NA,5.91942,50.828136,1996-07-27,1996,5,9737.66254156604
"138",NA,0,NA,NA,NA,5.933612,50.82807,1996-07-27,1996,5,9771.05861742789
"139",NA,0,NA,NA,NA,5.983352,50.777935,1997-07-10,1997,5,5489.62706919288
"140",NA,0,NA,NA,NA,5.983386,50.780632,1997-07-10,1997,5,5744.17582781019
"141",NA,0,NA,NA,NA,5.918674,50.824993,1997-07-10,1997,5,9388.15694711147
"142",NA,0,NA,NA,NA,4.892329,50.1426,1998-01-01,1998,2,0
"143",NA,0,NA,NA,NA,4.890529,50.1444,1998-01-01,1998,2,0
"144",NA,0,NA,NA,NA,5.09203,50.075675,1998-07-23,1998,17,5955.64664172069
"145",NA,0,NA,NA,NA,2.951029,50.751,2000-01-01,2000,13,2644.01893003679
"146",NA,0,NA,NA,NA,3.008629,50.7096,2000-01-01,2000,13,6988.21450640952
"147",NA,0,NA,NA,NA,4.719529,50.085,2001-01-01,2001,2,0
"148",NA,0,NA,NA,NA,4.719529,50.0859,2001-01-01,2001,2,0
"149",NA,0,NA,NA,NA,4.828429,50.1273,2002-01-01,2002,2,0
"150",NA,0,NA,NA,NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"151",NA,0,NA,NA,NA,5.681633,50.818649,2002-07-12,2002,19,1438.22466954252
"152",NA,0,NA,NA,NA,4.794229,50.004,2004-01-01,2004,2,0
"153",NA,0,NA,NA,NA,4.713229,50.0823,2005-01-01,2005,2,0
"154",NA,0,NA,NA,NA,4.813129,50.1021,2005-01-01,2005,2,0
"155",NA,0,NA,NA,NA,4.817629,50.1075,2005-01-01,2005,2,0
"156",NA,0,NA,NA,NA,4.826629,50.1138,2005-01-01,2005,2,0
"157",NA,0,NA,NA,NA,4.832029,50.1138,2005-01-01,2005,2,0
"158",NA,0,NA,NA,NA,4.787029,50.1147,2005-01-01,2005,2,0
"159",NA,0,NA,NA,NA,4.805029,50.1165,2005-01-01,2005,2,0
"160",NA,0,NA,NA,NA,4.830229,50.1291,2005-01-01,2005,2,0
"161",NA,0,NA,NA,NA,4.843729,50.1291,2005-01-01,2005,2,0
"162",NA,0,NA,NA,NA,4.824829,50.1309,2005-01-01,2005,2,0
"163",NA,0,NA,NA,NA,4.841929,50.1309,2005-01-01,2005,2,0
"164",NA,0,NA,NA,NA,4.787929,50.1327,2005-01-01,2005,2,0
"165",NA,0,NA,NA,NA,4.784329,50.1363,2005-01-01,2005,2,0
"166",NA,0,NA,NA,NA,4.858129,50.1372,2005-01-01,2005,2,0
"167",NA,0,NA,NA,NA,4.783429,50.1381,2005-01-01,2005,2,0
"168",NA,0,NA,NA,NA,4.841029,50.1408,2005-01-01,2005,2,0
"169",NA,0,NA,NA,NA,4.851829,50.1408,2005-01-01,2005,2,0
"170",NA,0,NA,NA,NA,4.851829,50.1426,2005-01-01,2005,2,0
"171",NA,0,NA,NA,NA,4.868029,50.1462,2005-01-01,2005,2,0
"172",NA,0,NA,NA,NA,4.870729,50.148,2005-01-01,2005,2,0
"173",NA,0,NA,NA,NA,4.855429,50.1507,2005-01-01,2005,2,0
"174",NA,0,NA,NA,NA,4.629529,49.9077,2005-01-01,2005,2,7004.24424666429
"175",NA,0,NA,NA,NA,5.700069,49.579555,2011-06-13,2011,21,5561.5668585431
