"","PlotObservationID","Cover..","Cover.code","Cover.abundance.scale","Relevé.area..m..","Longitude","Latitude","sdate","syear","macroarea","distance"
"25",515900,2,"+","Braun/Blanquet (old)",NA,5.168629,50.1264,1981-01-01,1981,17,2092.816947232
"26",515903,13,"2","Braun/Blanquet (old)",NA,5.568229,49.7583,1981-01-01,1981,21,4842.72824167254
"27",515944,2,"+","Braun/Blanquet (old)",NA,5.308129,50.1237,1981-01-01,1981,17,8431.83525515692
"28",535568,3,"1","Braun/Blanquet (old)",NA,5.732929,50.2038,1988-01-01,1988,16,0
"29",535569,2,"+","Braun/Blanquet (old)",NA,5.732929,50.2038,1988-01-01,1988,16,0
"30",596595,2,"+","Braun/Blanquet (old)",NA,4.466629,50.0472,1995-01-01,1995,2,6335.34683022049
"31",596596,3,"1","Braun/Blanquet (old)",NA,4.466629,50.0472,1995-01-01,1995,2,6335.34683022049
"32",649458,3,"1","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"33",649459,2,"+","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"34",649459,3,"1","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"35",649461,2,"+","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"36",649462,3,"1","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"37",649462,2,"+","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"38",649462,3,"1","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"39",649463,2,"+","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"40",649463,3,"1","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"41",649464,38,"3","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"42",649464,3,"1","Braun/Blanquet (old)",NA,4.794229,50.004,2004-01-01,2004,2,0
"43",650331,3,"1","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"44",650332,3,"1","Braun/Blanquet (old)",NA,4.892329,50.1426,1998-01-01,1998,2,0
"45",650332,3,"1","Braun/Blanquet (old)",NA,4.892329,50.1426,1998-01-01,1998,2,0
"46",650333,13,"2","Braun/Blanquet (old)",NA,4.892329,50.1426,1998-01-01,1998,2,0
"47",650333,13,"2","Braun/Blanquet (old)",NA,4.892329,50.1426,1998-01-01,1998,2,0
"48",650334,3,"1","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"49",650335,13,"2","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"50",650335,13,"2","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"51",650335,13,"2","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"52",650336,3,"1","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"53",650336,13,"2","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"54",650336,2,"+","Braun/Blanquet (old)",NA,4.890529,50.1444,1998-01-01,1998,2,0
"55",650460,3,"1","Braun/Blanquet (old)",NA,4.828429,50.1273,2002-01-01,2002,2,0
"56",650461,3,"1","Braun/Blanquet (old)",NA,4.828429,50.1273,2002-01-01,2002,2,0
"57",650462,3,"1","Braun/Blanquet (old)",NA,4.828429,50.1273,2002-01-01,2002,2,0
"58",652941,3,"1","Braun/Blanquet (old)",NA,4.629529,49.9077,2005-01-01,2005,2,7004.24424666429
"59",653178,2,"+","Braun/Blanquet (old)",NA,4.787929,50.1327,2005-01-01,2005,2,0
"60",653179,13,"2","Braun/Blanquet (old)",NA,4.787929,50.1327,2005-01-01,2005,2,0
"61",653193,3,"1","Braun/Blanquet (old)",NA,4.826629,50.1138,2005-01-01,2005,2,0
"62",653193,3,"1","Braun/Blanquet (old)",NA,4.826629,50.1138,2005-01-01,2005,2,0
"63",653195,3,"1","Braun/Blanquet (old)",NA,4.832029,50.1138,2005-01-01,2005,2,0
"64",653195,2,"+","Braun/Blanquet (old)",NA,4.832029,50.1138,2005-01-01,2005,2,0
"65",653196,3,"1","Braun/Blanquet (old)",NA,4.832029,50.1138,2005-01-01,2005,2,0
"66",653196,2,"+","Braun/Blanquet (old)",NA,4.832029,50.1138,2005-01-01,2005,2,0
"67",653198,38,"3","Braun/Blanquet (old)",NA,4.851829,50.1426,2005-01-01,2005,2,0
"68",653198,3,"1","Braun/Blanquet (old)",NA,4.851829,50.1426,2005-01-01,2005,2,0
"69",653200,13,"2","Braun/Blanquet (old)",NA,4.830229,50.1291,2005-01-01,2005,2,0
"70",653201,3,"1","Braun/Blanquet (old)",NA,4.830229,50.1291,2005-01-01,2005,2,0
"71",653202,3,"1","Braun/Blanquet (old)",NA,4.817629,50.1075,2005-01-01,2005,2,0
"72",653204,13,"2","Braun/Blanquet (old)",NA,4.824829,50.1309,2005-01-01,2005,2,0
"73",653205,3,"1","Braun/Blanquet (old)",NA,4.824829,50.1309,2005-01-01,2005,2,0
"74",655922,13,"2","Braun/Blanquet (old)",NA,4.193029,50.0634,1991-01-01,1991,25,8525.32334079858
"75",655926,3,"1","Braun/Blanquet (old)",NA,4.191229,50.0697,1991-01-01,1991,25,8606.57952944739
"76",655926,3,"1","Braun/Blanquet (old)",NA,4.191229,50.0697,1991-01-01,1991,25,8606.57952944739
"77",656326,2,"+","Braun/Blanquet (old)",NA,4.173229,50.0688,1995-01-01,1995,25,9897.6164508633
"78",656326,2,"+","Braun/Blanquet (old)",NA,4.173229,50.0688,1995-01-01,1995,25,9897.6164508633
"79",656328,2,"+","Braun/Blanquet (old)",NA,4.192129,50.0976,1995-01-01,1995,25,8962.93107036868
"80",656328,2,"+","Braun/Blanquet (old)",NA,4.192129,50.0976,1995-01-01,1995,25,8962.93107036868
"81",673139,3,"1","Braun/Blanquet (old)",NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"82",673139,3,"1","Braun/Blanquet (old)",NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"83",673140,3,"1","Braun/Blanquet (old)",NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"84",673140,13,"2","Braun/Blanquet (old)",NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"85",673141,3,"1","Braun/Blanquet (old)",NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"86",945738,3,"1","Braun/Blanquet (new)",9,5.91942,50.828136,1981-08-12,1981,5,9737.66254156604
"87",969415,2,"+","Braun/Blanquet (new)",9,5.933189,50.792116,1990-05-24,1990,5,5786.12654739337
"88",969416,3,"1","Braun/Blanquet (new)",16,5.946936,50.756094,1990-05-25,1990,5,2124.4433686837
"89",969416,2,"+","Braun/Blanquet (new)",16,5.946936,50.756094,1990-05-25,1990,5,2124.4433686837
"90",969417,2,"+","Braun/Blanquet (new)",9,5.933189,50.792116,1990-05-25,1990,5,5786.12654739337
"91",969418,2,"+","Braun/Blanquet (new)",9,5.933189,50.792116,1990-06-04,1990,5,5786.12654739337
"92",969418,2,"+","Braun/Blanquet (new)",9,5.933189,50.792116,1990-06-04,1990,5,5786.12654739337
"93",969419,2,"+","Braun/Blanquet (new)",9,5.933189,50.792116,1990-06-04,1990,5,5786.12654739337
"94",969419,2,"+","Braun/Blanquet (new)",9,5.933189,50.792116,1990-06-04,1990,5,5786.12654739337
"95",974282,2,"+","Braun/Blanquet (new)",20,5.91942,50.828136,1996-07-27,1996,5,9737.66254156604
"96",1008091,2,"+","Braun/Blanquet (new)",6,5.933612,50.82807,1996-07-27,1996,5,9771.05861742789
"97",1087317,1,"p1","Londo",9,5.707143,50.814087,1992-07-01,1992,19,1306.90756178431
"98",1087327,2,"a2","Londo",5,5.983386,50.780632,1994-07-01,1994,5,5744.17582781019
"99",1087342,2,"a2","Londo",6,5.983352,50.777935,1997-07-10,1997,5,5489.62706919288
"100",1087343,1,"r1","Londo",5,5.983386,50.780632,1997-07-10,1997,5,5744.17582781019
"101",1095556,2,"+","Braun/Blanquet (new)",16,5.681633,50.818649,2002-07-12,2002,19,1438.22466954252
"102",NA,0,NA,NA,NA,4.606129,50.0454,1981-01-01,1981,2,0
"103",NA,0,NA,NA,NA,4.608829,50.1354,1981-01-01,1981,2,0
"104",NA,0,NA,NA,NA,5.732929,50.2038,1981-01-01,1981,16,0
"105",NA,0,NA,NA,NA,5.563729,49.6683,1981-01-01,1981,21,0
"106",NA,0,NA,NA,NA,4.630429,50.7645,1981-01-01,1981,12,1215.21745642527
"107",NA,0,NA,NA,NA,5.559229,49.5783,1981-01-01,1981,21,1595.63868352582
"108",NA,0,NA,NA,NA,5.168629,50.1264,1981-01-01,1981,17,2092.816947232
"109",NA,0,NA,NA,NA,5.702329,49.6647,1981-01-01,1981,21,2674.89870184771
"110",NA,0,NA,NA,NA,5.592529,50.2074,1981-01-01,1981,16,3272.65633587847
"111",NA,0,NA,NA,NA,4.469329,50.1372,1981-01-01,1981,1,3390.10495880134
"112",NA,0,NA,NA,NA,5.317129,50.3028,1981-01-01,1981,3,3850.95371952933
"113",NA,0,NA,NA,NA,5.447629,50.1201,1981-01-01,1981,6,4095.5047019487
"114",NA,0,NA,NA,NA,4.772629,50.7627,1981-01-01,1981,12,4391.26463426591
"115",NA,0,NA,NA,NA,5.568229,49.7583,1981-01-01,1981,21,4842.72824167254
"116",NA,0,NA,NA,NA,5.582629,50.0274,1981-01-01,1981,6,5753.99617504177
"117",NA,0,NA,NA,NA,5.164129,50.0364,1981-01-01,1981,17,6181.34661550295
"118",NA,0,NA,NA,NA,4.624129,50.5845,1981-01-01,1981,4,6588.98961050578
"119",NA,0,NA,NA,NA,5.308129,50.1237,1981-01-01,1981,17,8431.83525515692
"120",NA,0,NA,NA,NA,5.189329,50.5755,1981-01-01,1981,7,9185.53813293939
"121",NA,0,NA,NA,NA,5.91942,50.828136,1981-08-12,1981,5,9737.66254156604
"122",NA,0,NA,NA,NA,2.953729,50.6664,1982-01-01,1982,13,7359.35272876129
"123",NA,0,NA,NA,NA,2.933929,50.6574,1982-01-01,1982,13,7772.91900079772
"124",NA,0,NA,NA,NA,2.941129,50.6556,1982-01-01,1982,13,8118.55747824034
"125",NA,0,NA,NA,NA,2.928529,50.652,1982-01-01,1982,13,8256.07680678293
"126",NA,0,NA,NA,NA,4.795129,50.1093,1983-01-01,1983,2,0
"127",NA,0,NA,NA,NA,4.928329,49.8501,1983-01-01,1983,9,0
"128",NA,0,NA,NA,NA,4.886929,49.8645,1983-01-01,1983,9,0
"129",NA,0,NA,NA,NA,4.915729,49.8654,1983-01-01,1983,9,0
"130",NA,0,NA,NA,NA,4.913929,49.8663,1983-01-01,1983,9,0
"131",NA,0,NA,NA,NA,4.877929,49.8825,1983-01-01,1983,9,0
"132",NA,0,NA,NA,NA,4.967029,49.8492,1983-01-01,1983,9,347.624812910506
"133",NA,0,NA,NA,NA,4.954429,49.842,1983-01-01,1983,9,843.949532713134
"134",NA,0,NA,NA,NA,5.006629,49.8402,1983-01-01,1983,9,2674.24521674046
"135",NA,0,NA,NA,NA,5.002129,49.8114,1983-01-01,1983,9,5223.9441556562
"136",NA,0,NA,NA,NA,4.986829,49.8042,1983-01-01,1983,9,5530.65664793392
"137",NA,0,NA,NA,NA,5.039929,49.8177,1983-01-01,1983,9,6128.74476519736
"138",NA,0,NA,NA,NA,5.059729,49.8249,1983-01-01,1983,9,6537.4638291802
"139",NA,0,NA,NA,NA,5.006629,49.7979,1983-01-01,1983,9,6715.57621072111
"140",NA,0,NA,NA,NA,5.030029,49.8042,1983-01-01,1983,9,6913.61787603639
"141",NA,0,NA,NA,NA,5.017429,49.7925,1983-01-01,1983,9,7596.62125343463
"142",NA,0,NA,NA,NA,4.501667,50.774722,1983-05-31,1983,12,9643.50658042308
"143",NA,0,NA,NA,NA,4.498611,50.783056,1983-05-31,1983,12,9808.13773085264
"144",NA,0,NA,NA,NA,4.508056,50.766111,1983-06-01,1983,12,9323.90571587898
"145",NA,0,NA,NA,NA,4.5075,50.765,1983-06-02,1983,12,9384.22259068032
"146",NA,0,NA,NA,NA,4.63,50.676389,1983-06-06,1983,26,588.647997838632
"147",NA,0,NA,NA,NA,4.525,50.630278,1983-06-09,1983,26,6922.09942271136
"148",NA,0,NA,NA,NA,4.746111,50.633889,1983-06-11,1983,4,860.452112090883
"149",NA,0,NA,NA,NA,4.621667,50.693056,1983-06-11,1983,26,936.036268353474
"150",NA,0,NA,NA,NA,4.622778,50.693056,1983-06-11,1983,26,972.183474200832
"151",NA,0,NA,NA,NA,4.666944,50.659444,1983-06-11,1983,26,3677.62448525806
"152",NA,0,NA,NA,NA,4.6875,50.666389,1983-06-11,1983,26,4784.49394621068
"153",NA,0,NA,NA,NA,4.621667,50.6925,1983-06-15,1983,26,881.026464437486
"154",NA,0,NA,NA,NA,4.651389,50.662778,1983-06-16,1983,26,2530.01007780188
"155",NA,0,NA,NA,NA,4.67778,50.658333,1983-06-16,1983,26,4417.84768373484
"156",NA,0,NA,NA,NA,4.498889,50.782222,1983-06-21,1983,12,9790.66440198737
"157",NA,0,NA,NA,NA,4.95278,50.784167,1983-06-22,1983,8,9947.85575690337
"158",NA,0,NA,NA,NA,5.748833,50.79284,1983-07-24,1983,19,2805.95045787799
"159",NA,0,NA,NA,NA,5.748833,50.79284,1983-07-25,1983,19,2805.95045787799
"160",NA,0,NA,NA,NA,5.748903,50.801829,1983-07-25,1983,19,2954.74358301324
"161",NA,0,NA,NA,NA,5.748833,50.79284,1983-07-26,1983,19,2805.95045787799
"162",NA,0,NA,NA,NA,5.748833,50.79284,1983-07-27,1983,19,2805.95045787799
"163",NA,0,NA,NA,NA,5.748903,50.801829,1983-07-27,1983,19,2954.74358301324
"164",NA,0,NA,NA,NA,4.693429,49.9707,1984-01-01,1984,2,0
"165",NA,0,NA,NA,NA,4.835629,50.04,1984-01-01,1984,2,0
"166",NA,0,NA,NA,NA,4.722229,50.058,1984-01-01,1984,2,0
"167",NA,0,NA,NA,NA,4.759129,50.0634,1984-01-01,1984,2,0
"168",NA,0,NA,NA,NA,4.813129,50.0958,1984-01-01,1984,2,0
"169",NA,0,NA,NA,NA,4.864429,50.1057,1984-01-01,1984,2,0
"170",NA,0,NA,NA,NA,5.732929,50.2038,1984-01-01,1984,16,0
"171",NA,0,NA,NA,NA,4.598029,49.9653,1984-01-01,1984,2,2609.26773111279
"172",NA,0,NA,NA,NA,4.812229,49.9023,1984-01-01,1984,9,3346.79498478217
"173",NA,0,NA,NA,NA,4.812229,49.9041,1984-01-01,1984,9,3358.85807266844
"174",NA,0,NA,NA,NA,4.812229,49.842,1984-01-01,1984,9,5307.82862766707
"175",NA,0,NA,NA,NA,4.785229,49.8609,1984-01-01,1984,9,6040.63020377879
"176",NA,0,NA,NA,NA,4.624129,50.5845,1984-01-01,1984,4,6588.98961050578
"177",NA,0,NA,NA,NA,4.825729,49.788,1984-01-01,1984,9,9037.4691398329
"178",NA,0,NA,NA,NA,5.748833,50.79284,1984-05-28,1984,19,2805.95045787799
"179",NA,0,NA,NA,NA,5.748833,50.79284,1984-06-21,1984,19,2805.95045787799
"180",NA,0,NA,NA,NA,5.748833,50.79284,1984-07-27,1984,19,2805.95045787799
"181",NA,0,NA,NA,NA,3.731111,50.481667,1985-06-06,1985,14,0
"182",NA,0,NA,NA,NA,3.691389,50.492778,1985-06-06,1985,14,0
"183",NA,0,NA,NA,NA,4.612778,50.704444,1985-06-13,1985,26,1958.19585382626
"184",NA,0,NA,NA,NA,4.517778,50.759722,1985-07-10,1985,12,8800.24128521766
"185",NA,0,NA,NA,NA,4.621667,50.6925,1985-10-29,1985,26,881.026464437486
"186",NA,0,NA,NA,NA,4.743829,49.8627,1986-01-01,1986,9,8802.84370463901
"187",NA,0,NA,NA,NA,5.732929,50.2038,1988-01-01,1988,16,0
"188",NA,0,NA,NA,NA,3.523429,50.4405,1988-01-01,1988,14,9901.15838699054
"189",NA,0,NA,NA,NA,4.606129,50.0454,1989-01-01,1989,2,0
"190",NA,0,NA,NA,NA,5.732929,50.2038,1989-01-01,1989,16,0
"191",NA,0,NA,NA,NA,4.469329,50.1372,1989-01-01,1989,1,3390.10495880134
"192",NA,0,NA,NA,NA,4.329829,50.1381,1989-01-01,1989,25,6395.26133982902
"193",NA,0,NA,NA,NA,4.331629,50.2281,1989-01-01,1989,1,8740.98060939902
"194",NA,0,NA,NA,NA,4.220029,50.0751,1990-01-01,1990,25,6552.74347594432
"195",NA,0,NA,NA,NA,4.219129,50.0769,1990-01-01,1990,25,6631.46924418778
"196",NA,0,NA,NA,NA,4.213729,50.0787,1990-01-01,1990,25,7035.88409949377
"197",NA,0,NA,NA,NA,4.211929,50.0769,1990-01-01,1990,25,7145.02336618743
"198",NA,0,NA,NA,NA,5.933189,50.792116,1990-05-24,1990,5,5786.12654739337
"199",NA,0,NA,NA,NA,5.946936,50.756094,1990-05-25,1990,5,2124.4433686837
"200",NA,0,NA,NA,NA,5.933189,50.792116,1990-05-25,1990,5,5786.12654739337
"201",NA,0,NA,NA,NA,5.933189,50.792116,1990-06-04,1990,5,5786.12654739337
"202",NA,0,NA,NA,NA,4.193029,50.0634,1991-01-01,1991,25,8525.32334079858
"203",NA,0,NA,NA,NA,4.192129,50.0625,1991-01-01,1991,25,8600.76745609331
"204",NA,0,NA,NA,NA,4.191229,50.0697,1991-01-01,1991,25,8606.57952944739
"205",NA,0,NA,NA,NA,5.707143,50.814087,1992-07-01,1992,19,1306.90756178431
"206",NA,0,NA,NA,NA,5.983352,50.777935,1992-07-01,1992,5,5489.62706919288
"207",NA,0,NA,NA,NA,5.94737,50.792048,1992-07-01,1992,5,5949.42257071471
"208",NA,0,NA,NA,NA,5.943905,50.798806,1992-07-01,1992,5,6635.7265056944
"209",NA,0,NA,NA,NA,5.920094,50.824987,1992-07-01,1992,5,9387.26742348488
"210",NA,0,NA,NA,NA,4.486429,50.6763,1993-01-01,1993,26,7584.64233293016
"211",NA,0,NA,NA,NA,3.535129,50.454,1994-01-01,1994,14,8623.64323116105
"212",NA,0,NA,NA,NA,3.534229,50.445,1994-01-01,1994,14,9003.81868429862
"213",NA,0,NA,NA,NA,5.805315,50.765683,1994-05-25,1994,5,6980.37522576717
"214",NA,0,NA,NA,NA,5.983386,50.780632,1994-07-01,1994,5,5744.17582781019
"215",NA,0,NA,NA,NA,4.466629,50.0472,1995-01-01,1995,2,6335.34683022049
"216",NA,0,NA,NA,NA,4.192129,50.0976,1995-01-01,1995,25,8962.93107036868
"217",NA,0,NA,NA,NA,4.173229,50.0688,1995-01-01,1995,25,9897.6164508633
"218",NA,0,NA,NA,NA,5.91942,50.828136,1996-07-27,1996,5,9737.66254156604
"219",NA,0,NA,NA,NA,5.933612,50.82807,1996-07-27,1996,5,9771.05861742789
"220",NA,0,NA,NA,NA,5.983352,50.777935,1997-07-10,1997,5,5489.62706919288
"221",NA,0,NA,NA,NA,5.983386,50.780632,1997-07-10,1997,5,5744.17582781019
"222",NA,0,NA,NA,NA,5.918674,50.824993,1997-07-10,1997,5,9388.15694711147
"223",NA,0,NA,NA,NA,4.892329,50.1426,1998-01-01,1998,2,0
"224",NA,0,NA,NA,NA,4.890529,50.1444,1998-01-01,1998,2,0
"225",NA,0,NA,NA,NA,5.09203,50.075675,1998-07-23,1998,17,5955.64664172069
"226",NA,0,NA,NA,NA,2.951029,50.751,2000-01-01,2000,13,2644.01893003679
"227",NA,0,NA,NA,NA,3.008629,50.7096,2000-01-01,2000,13,6988.21450640952
"228",NA,0,NA,NA,NA,4.719529,50.085,2001-01-01,2001,2,0
"229",NA,0,NA,NA,NA,4.719529,50.0859,2001-01-01,2001,2,0
"230",NA,0,NA,NA,NA,4.828429,50.1273,2002-01-01,2002,2,0
"231",NA,0,NA,NA,NA,3.526129,50.4936,2002-01-01,2002,14,8696.8130433543
"232",NA,0,NA,NA,NA,5.681633,50.818649,2002-07-12,2002,19,1438.22466954252
"233",NA,0,NA,NA,NA,4.794229,50.004,2004-01-01,2004,2,0
"234",NA,0,NA,NA,NA,4.713229,50.0823,2005-01-01,2005,2,0
"235",NA,0,NA,NA,NA,4.813129,50.1021,2005-01-01,2005,2,0
"236",NA,0,NA,NA,NA,4.817629,50.1075,2005-01-01,2005,2,0
"237",NA,0,NA,NA,NA,4.826629,50.1138,2005-01-01,2005,2,0
"238",NA,0,NA,NA,NA,4.832029,50.1138,2005-01-01,2005,2,0
"239",NA,0,NA,NA,NA,4.787029,50.1147,2005-01-01,2005,2,0
"240",NA,0,NA,NA,NA,4.805029,50.1165,2005-01-01,2005,2,0
"241",NA,0,NA,NA,NA,4.830229,50.1291,2005-01-01,2005,2,0
"242",NA,0,NA,NA,NA,4.843729,50.1291,2005-01-01,2005,2,0
"243",NA,0,NA,NA,NA,4.824829,50.1309,2005-01-01,2005,2,0
"244",NA,0,NA,NA,NA,4.841929,50.1309,2005-01-01,2005,2,0
"245",NA,0,NA,NA,NA,4.787929,50.1327,2005-01-01,2005,2,0
"246",NA,0,NA,NA,NA,4.784329,50.1363,2005-01-01,2005,2,0
"247",NA,0,NA,NA,NA,4.858129,50.1372,2005-01-01,2005,2,0
"248",NA,0,NA,NA,NA,4.783429,50.1381,2005-01-01,2005,2,0
"249",NA,0,NA,NA,NA,4.841029,50.1408,2005-01-01,2005,2,0
"250",NA,0,NA,NA,NA,4.851829,50.1408,2005-01-01,2005,2,0
"251",NA,0,NA,NA,NA,4.851829,50.1426,2005-01-01,2005,2,0
"252",NA,0,NA,NA,NA,4.868029,50.1462,2005-01-01,2005,2,0
"253",NA,0,NA,NA,NA,4.870729,50.148,2005-01-01,2005,2,0
"254",NA,0,NA,NA,NA,4.855429,50.1507,2005-01-01,2005,2,0
"255",NA,0,NA,NA,NA,4.629529,49.9077,2005-01-01,2005,2,7004.24424666429
"256",NA,0,NA,NA,NA,5.700069,49.579555,2011-06-13,2011,21,5561.5668585431
